"num_deployments","num_species","num_observations_per_deployment","Window_Size_mean","Window_Size_median","Window_Size_sd","Window_Size.1_mean","Window_Size.1_median","Window_Size.1_sd"
4,5,1000,74.83,70,16.4900061561633,86.66,70,41.4159048158696
4,5,5000,69.09,70,4.94023881972922,69.79,70,1.5589105234753
4,5,10000,67.41,70,8.00011994859572,69.58,70,2.95481117686208
4,30,1000,74.83,70,16.4900061561633,86.66,70,41.4159048158696
4,30,5000,69.09,70,4.94023881972922,69.79,70,1.5589105234753
4,30,10000,66.22,70,10.0197582583391,69.02,70,4.66878739691322
4,50,1000,74.83,70,16.4900061561633,86.66,70,41.4159048158696
4,50,5000,69.09,70,4.94023881972922,69.79,70,1.5589105234753
4,50,10000,66.36,70,9.97321665788177,69.02,70,4.66878739691322
